date,title,company,location,detail,sector,skill,link
N/A,Financial Analyst,Nestlé,"Sariyer, Istanbul, Türkiye",Contract Associate,"10,001+ employees · Food and Beverage Services","Business Planning, Communication, Financial Analysis, Financial Modeling, Financial Reporting, Forecasting, Presentation Skills, Presentations, Problem Solving, and Variance Analysis",https://www.linkedin.com/jobs/view/3941196119/?eBP=CwEAAAGQJuaiyvl95uvvn8xvycatwTz2dwUoGfQGjA39vf4XADMrqfWNcVP3dxc3ZwKYZt9eQeErNwqMju9nCXj3ZffO9WbG4Rce5RMiJmcetSc0l7C5vedgZNG5Km9yA_Ril0qKdpskV0Nd_saaOJJswiWCvp6jSnEh3dK3mpnRDASHgqBlBo-6n5thMaVYiqhTQSRP_9WEy80wGVCjNMQhpOJjsbq40bT3Cnm-ldQcy0PFtC1Ug9WI0m7qKEd-UayXNiu-Mz-na4DyI2M1ZMxJ5UvQkqSfAftHQjTCkPPoS8K77yXtBiLvqOpE_6W8qr4YD5gkF8bDYDSv_OCi3AMLXmtjYayoPsWpE2hKIMUjivRRVn_dDZLDY0LBZbXQLBK59qFMD6Ztq93kn0Ynt282T_rEB44XT06AkxzBbUzuVkkC-F6UnzykkLXGwitQB_ltIXc7iR3UzNqcQTE37Q&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=ZBcna1Kz75nzUQ4GMgZoZQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst,Trive,Türkiye,Remote Full-time Mid-Senior level,"501-1,000 employees · Financial Services","Attention to Detail, Balsamiq, Business Analysis, Business Requirements, Employee Benefits, Lending, Process Modeling, REST APIs, SQL, and User Stories",https://www.linkedin.com/jobs/view/3935901099/?eBP=CwEAAAGQJuaiyjs21X74W4EIapLfeMCTRo9Sjy0m3woPB_E5Qczd4wVEDw7JcGy0zho82abU7awVV3ke3hcOg6MiFq_NaVx7ctrUpJPha_9EsCc177U1vBQm1cjimcjStCrpcTIbKJc5hR-CVOilK7nyrlXzWgBNkzg2EloRoJJ_KpDSVYe_nJKXfSDk2EOvcDfu2ZxGWKM3lONWLNuEiRCTMGMsqDakTow67e8ZqzoNxME6hOPQTkxKwDkD00jzXiRrEpB9_bSz-9gAxQo1a7DdiXAvb969niZ2fIvDBZSK3QPcMplvurzV80E3BUU93WBeELAEltJGM5UIFZdjWfrHdRzzjQad0YTxjb_mcL_FdPGSAppX5wWU8dTYZE-DeQbHoGre48WrWwUsBq397R1LRQFh5txzSTJL4M4E4gy8Q95RnpXcpcg9p0-lhkkheQUah2TxwGQCfJS9Mjn9WGyQoH2sLrx-ppeUbaGFcw&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=fYpp5DPX19Dn81fJbBZiYA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst/Senior Business Analyst,Pazarama,"Istanbul, Türkiye",Hybrid Full-time Associate,"201-500 employees · Technology, Information and Internet","Analytical Skills, Business Analysis, Business Intelligence (BI), Business Process, Business Requirements, Project Management, Project Planning, Requirements Analysis, Requirements Gathering, and Software Development Methodologies",https://www.linkedin.com/jobs/view/3946831909/?eBP=CwEAAAGQJuaiyguk5wkuZ2tA2jweQyK28AcGSAsjJHk4rs-nYdih1RAXXFFogF_VyypHjhhRi8P8e2Oc03KXYetbpAPoQZqDAuOXMr0lpzzuI5OM6PJ0pK2HwT7ro4EMoEAkLIRvoidScKKYbwBYxrXah33RDrDQmlAo8r_uQPcpDpRYIXetm_nZxGSCR_uiN1KsMSoAV0b9LRlaymt-6PiKorRgZx0O8z0p0ha3LsjFd3t7kO85eekkrNg6wIPIsVDK0DQmjhzSQwsOxlPWW2WdUfaGn9beHc-CQAltRB6lTELy-Nf_NxYCGPpOugBm5A3NfRgO10IhprB6pvVkU0_IqNu91fYqTEXwGfh5riBXI-n29sjG9Eh66GW41UaD-xRpE7ybNgxptNOIDxOtXhRLD-UxeGB8DOzM05qHu5uo1wsCbfqQi3rqrqcmLIAI0I0rcpH_LepQbyLFbAyvmCqyxki259DIG2jkJWI&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=8GwGH5zEmE8kOEtQ0dd4VQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Quality Analyst - Turkish Speaker - Short Video - Istanbul,TikTok,"Istanbul, Istanbul, Türkiye",Hybrid Full-time,"10,001+ employees · Entertainment Providers","Attention to Detail, Calibration, Data Analysis, Data Analytics, English, Manual Testing, Micro Focus Quality Center, Quality Assurance, Quality Auditing, and Self-care",https://www.linkedin.com/jobs/view/3920801356/?eBP=CwEAAAGQJuaiyv7g_PW0ZVStw_U6d3P9cfYG1M6L-ZpQqACh30xwY2XzdtQ8-Nl-uKDsxf-MYw5CBlREZ7obriLCtBwFL6XgqgzavBLrv9u74ihe7BIwHbX5TS8XsOAr6Sbk6xh1AfS0jj-hDrKq3cVHl9mJ2LgU_9bNeJ5kIENODrFD_pdGQ0BKnEda064OqRKUasxWUL8U21FdjIAV1RhE8-Ps5068N1Hejrb3wD6Xzi7EQT1OtKvUBktrqlpd-pBwCuhOkNhqUO1L536Q4ReQHd0dELP_5Gg0hjtYqZ-YtH_a0pwzu8nAWEJyR2d5LkKk46xqC3Xia-jbHW9jarqcRn0BK4OQkd9YqrmT8eRHDgn36J9Khh95P3K_hn2rd2vQRSUddiBPZZ4gsBXzDmG5J3WopMubBfi4jHNAyOMqQoGEyb_5wlc-VhUz7gbe72fbl8XyScAYmP-eE8Q4qUVy5Uv_NjPJNkTQFCY&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=tG6CWWViJQzlXtInEKk9ig%3D%3D&trk=flagship3_search_srp_jobs
N/A,Cyber Security Analyst (SOAR),ADEO Cyber Security,"Ataşehir, Istanbul, Türkiye",Remote Full-time Associate,51-200 employees · Computer and Network Security,"Automation, Cybersecurity, DevOps, and Python (Programming Language)",https://www.linkedin.com/jobs/view/3904059599/?eBP=CwEAAAGQJuaiyi0C3TrJl_txFaShJ6Lsrqt3c-E0sVRDyS3e5mUItU-auhevaXqV2RjkAlX0IZZPiVfUQ2hQKctpkIwb9YWzaw7kN1FI2Mebpo6u_LHALbCTv-AofWfIju79n9xOUKzoJnaf9NgpG-XsckuzFpV918YNZCRRO3m95rK53q-FvSAMkkIPUPwvgLfgJ8j6Ooh1ASrOy0wzqvJBMsoDE757bCLoYpkPCm7TAIMGi4u0HCxDc7g3LkJyFyQPhWm6n-l4ujiv0EawJJ6Ex_drwY1mXwWP2UFWVRGIQ_BQwUpuGaIkOhZ61mGv_5oZm5cG6pIWP8n6N4KRnkLHGgWGBry3eWPf9hK-AW2tb_8Ykgw_UWwJki-CNLrdgyLS1AEQiH_m5pyA-WQ1dktZWOBxXdjbv3cEGa3YAXnfkrMNFsHbBx6xmcO6HX46CCjuvz2D9OG_DyP_0TIjvPZa7m5sVUJQwLln1sU&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=guUGzZG8qGKNLOzS4T2%2Fxw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Client Management  Junior Analyst,HSBC Recruitment,"Istanbul, Türkiye",Hybrid Full-time Entry level,"10,001+ employees · Financial Services","Analytical Skills, Client Services, Cooperative, Due Diligence, KYC Verification, Multitasking, and Problem Solving",https://www.linkedin.com/jobs/view/3931613570/?eBP=CwEAAAGQJuaiygPU1tVULYnJTDtlmpiBkjBqZHtv4Wgwie1nk-LNVHDfAGndFmzQwzVYHgvl8SYoyITH_7BBlhAOK2sD2oviZhZnkIeCvE6nVyiYsKeUp6y8odI9nTSrY7kYxNDFqqESkqvNjhmdJ_yh7inUrMhXWQu4Ey_BN4KTjbhRLua-phnxaqFVgbFxMBS1IFk-kRQWmde8SBJK5d2bxPXKmunucbWo3iKTsR2svMWj0mKcyG_Xbt142xHvaZJYeV-TAvLM_2WatCaET0Nkop6PimrQU-tQptfdUF6UH8-Pz5eJQxWFeCHpnzfUth5HZ0I01WlqfLFi2MjeBfPM684GYp8bEY4jLQB2mb-a9skIg9XgtusABl-NJ_rjU7RmywIIyohDz059qE03WBIvaJ7nzOXOCLqRYCAo0GZEQjXnT5zW4XvlqT_uIWF5rSrCDTgrM85A1WQTxWaV2h_WOxB1GDeBTzr8&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=Jg3HW6HinWQvHUbqpXxf5Q%3D%3D&trk=flagship3_search_srp_jobs
N/A,Senior Business Analyst (Open Banking),Innovance Consultancy,Türkiye,Remote Full-time Associate,"501-1,000 employees · IT Services and IT Consulting","Analytical Skills, Business Analysis, Business Process, Business Requirements, Communication, JSON, PL/SQL, Requirements Gathering, SQL, and Software Development Life Cycle (SDLC)",https://www.linkedin.com/jobs/view/3924669707/?eBP=CwEAAAGQJuaiyoLPobOy_zUTiF3rcXqE0ezBdcJ97VhBE2qtEMPvqA1TQKcjDW3klWi178Um7KwDwa5pPGZTBO9RaPqGo1uCsBZuiFDdesEu2NDmPcLoQE3qm1QfkbJ4oLheT2t4rp0CG8e0Ufq2L32PPp3plCa_3SARijLNOX-FZZs6RVvJRrbdvKz4JDXSnNBVjPcudSj0XVpNeNbfDcdd7rrnMqd4dCAS0FkVyXWic7noD9gJyOUmG_8rgcY6A9nB0LindwAuvbikUE_sdS20mXekU4p6WRAnCFvFtF1oMZudaZAt4pcyaRsbSYdIMAglOM5C4_qyQX76JvA7ngPMKDR9Lc7XW3GCw0KY60k1O01zsVpv6KZxce3v_ADpFXX7iKdTEQgJj2AskMHUH5SET3w7fvesUnto0gAyQ1RLkOwlxJV9uQtKl-Awiw8_2ftgx50_K7w4ifvt12UDiTAseH7AAz8QKBscx5A&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=LEkOFLT8E2sNoa0UYUAp9Q%3D%3D&trk=flagship3_search_srp_jobs
N/A,Senior Business Analyst (Remote),Intertech Information Technology and Marketing Inc.,"Istanbul, Türkiye",Remote Full-time Mid-Senior level,"1,001-5,000 employees · IT Services and IT Consulting","Analytical Skills, Banking, Business Analysis, Conflict Resolution, English, Next-Generation Network (NGN), Process Analysis, Regression Testing, Requirements Gathering, and Technical Design",https://www.linkedin.com/jobs/view/3941660448/?eBP=CwEAAAGQJuaiymZhl5Ujp9L94Ucfi1N9foOaYnmifRZ5dO-pE3ke6amIa_dcXOboE_xVTjUhGu33F94bkID8YSiMTsii1HvFdR4ldBMOKQcBdvmtJ8HFym_IC5k0KhY3RIJ4mDy4poRlnncyh836vamwfy6_MUh9QkTcGFPeHZ27HG2lHgrcK5TqidyxX610coLveqCL9GlvPTDgDZ_DW2NMMnAelohl5IwgY6BkliPGlqyHnPeckpPESYX-rrUpL_rgVJJfqRB1nc-eiONQ8QiHKuPiBa1oYGoMwpwBhm79HhTY8OFgr2oVXsUu-wbH_IZ6oSu3oRI3MoVTRTAhYsukbv5KHtrGH2c3jrkurVdQWR2DJk4yYrjJ0izMoCwu1mFZk6aKX-S9gIRiuVCILin7Ii8W7JUm_Aq6HVF2_D7QkboD7h056rDEowmb1btk9GvqCdGhXWNGScw0t1AiJd7M6BgXEb3Q__UR7Aej3Q&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=2JO%2FkzVKcw7A33IOrXj1%2BA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Product Analyst,Seven N Half,Middle East,Remote Full-time Associate,11-50 employees · Staffing and Recruiting,"Agile Methodologies, Business Analysis, Business Requirements, Cryptocurrency, Data Analysis, Data-Driven Insights, Product Analysis, Product Management, Product Research, and Scrum",https://www.linkedin.com/jobs/view/3948527444/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=016Ixqe4Ew2TLHhYNUwvOg%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Consultant, Data Analyst",The Coca-Cola Company,"Istanbul, Istanbul, Türkiye",Hybrid Full-time,"10,001+ employees · Food and Beverage Services","Business Analytics, Business Insights, Business Requirements, Data Analytics, Data Architecture, Digital Marketing Analytics, Elicitation, Process Modeling, STEM, and Technical Requirements",https://www.linkedin.com/jobs/view/3950310137/?eBP=CwEAAAGQJuaiysgKIJiV1O7e9_gWmvG0v-l9HjgFuq_8W4TX-Q3Ih8_374ym_6sM0rM-TNsgyZcMVmDFfXzhoryhm4qOch6h5JIwQmCa1Xbni3t3RTBffu5QcgrkWlqNJ3uGe5LIZ9g6zyqps796tooju0cRTeT0t4GOb1k3IHmUxfo-z89hWDSTzYGZXVN77PfUwaIkRZQHhEHvnHVzENWCHUYvQs_vKWYRksp0woeyCdqkpGNwAqYi9zg83XWQgo9w5bJ9hpuRLSKxe1pgYHt5G6ALg6jsn9W4cG5-gXl4ROspXrcpyAnX3pApQYgAK2d512ao-CFEYShCo10o2r5EUAUHLOJx7eds8BYNFwmAWgQNhTYByORiwO3Yy7PR42aRXdnfxCQguNOzCKlon93frazGFOhgn3b78TPvUzAgYTE4m8SItuSU3oxNRNU&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=%2B8y7gPoGtrholtCgOcoJKg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Equity Analyst,Yapı Kredi Invest,"Istanbul, Türkiye",Hybrid Full-time Associate,201-500 employees · Financial Services,"Analytical Skills, Auditing, Credit, Equity Research, Finance, Financial Modeling, Modeling, Research Skills, and Valuation",https://www.linkedin.com/jobs/view/3947693423/?eBP=CwEAAAGQJuaiy7vR3cSBHy5XSKDKlp35ZdNHjqISzPi3yRLgKM7SmVn8FWQm9iZCoLPqHUUnLqexT_uIBNw9l8DyGE86SSryfcrtoMiEogEPKC2QhoUJBVqO0Zik2Drg3h0wwF8X4-nOI9F7kEiPtHPT3y3Oqv3R63JDi0Nl4T_9kVhSlCGh6kOaAFHkSAos8qzoVXbq1JikelrDUl40nImc6rFl-_D5XEgMZoAGWGsl9FPG_-fQ0-ia3b_8FTiETHWRKEeXHH5MDo069OmgqT2TI4LjMrD4bSB0_4qCOoII5Ns3wQQPCR9Elv8_VAvUt5XHNkkmM0Xo8da9M_vVUq1BkwD5XSHRC7DKoRO8BpDBVWf15M3QOXqIPx8wKlN-0k1e_UopZ8I7kNz-maemafqJqi9E6i2caOy9NKDNrhemKe-uwtvjfVPZ3kYo&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=k4FQiuq4%2FOZdEtz9rXLOEw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Project Financial Controller & Analyst,GE Vernova,"Gebze, Kocaeli, Türkiye",Full-time Mid-Senior level,"10,001+ employees · Electric Power Generation","Accounting Standards, Build Strong Relationships, Cost Variance Analysis, Financial Planning, Financial Results, Organizational Talent, Project Accounting, Project Control, Statutory Accounting Principles (SAP), and Variance Analysis",https://www.linkedin.com/jobs/view/3827883233/?eBP=CwEAAAGQJuaiy8ZKuHT_2_-z4O85-yjshfKW-UBtdTsa9_t0RSQbilKVHbF9zogshXCgS83yBiTf1ban-C4Bwsx4E6XPlJoWTvoHY5E4LSC4KbFqAWCNRy5uABP5HEQa-_k3Nc_1k2NfYLeALIitkhvca2CAQscUig-scIUbu58gzMZKAEUTAOHLlFhyKLCo-KKiIWSpfkll1NWuTZvh0F5GQztEKM_nh7Dkp5CNrH_S5AkoaymWPJg5eWEk_VBnkhjPLWmJr2lJkdstYHsR0_jJqP-2ji6077y121QgduAwwT_t8Zl0Agaczj30p13vtWPSL-Tky9O8kFEqfalptUkjMxZjLk_4BnAC5_uQ5sVXUjsTMDthbUj1DXXOferPuJplhnqxyuTmd92C6gONAJ-1bBs55p9nz6GsQ2ix32DP9vhbNnsAhkESi-zxNjRi2WeZ54oB9h5S6HXluVuBrtkcOWjmyNeKprRk&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=rs4XdY6u%2FiJjLTGwA6nHug%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst,Credit Europe Bank N.V.,Türkiye,Remote Full-time Mid-Senior level,"5,001-10,000 employees · Banking","Business Requirements, Communication, Debit Cards, Oral Communication, Problem Solving, Quality Assurance, Service Focused, Software Quality, Software Quality Assurance, and User Stories",https://www.linkedin.com/jobs/view/3932903921/?eBP=CwEAAAGQJuaiy2eOtMm4HpUiWPFY8Pc89pt6UDnouDNkfZWLmyz4zWQWoT4RCkVhmuqi_cNoMRA_bQuelUIn34tywnq222XLUFbUcD8eVy3YqIwszNkSUcGJ6B1FeGphK1Wa5keqSS_iMUGUScHlHjzMdH9tKPBLnTtyuFUNdHwpIz8CN9_3AaxrveeMYC189fTZ5yzpr8euclqzB-s5sGkatFRSb6spT3oQI14axgm1yOeqcBUkOzb-Ov3aOUfHXTwNzVGqHStEa-NqI8S0koTl6Mecb8-6ve5UnAyKAe4p07dndg7nyUdhr1EcavB5fjTSn7luiK_qDt8aHBJpT45ciUUDZ_2o6tFiA9aKogpLBr0oGQmHZdW7a_bfiCHPuFkhCqQdMpciNuag1m0WcMrPS6ZvBDYzMPt6syKbv2JBWmEfGhhKzFekllglN3PKACIGTjw2fc6oc0hU330whFJzMeMFcPXUYtG9ZEQ&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=EUBP8znLeHJvFANVqx0%2Fow%3D%3D&trk=flagship3_search_srp_jobs
N/A,E-Commerce Technical Business Analyst (Jr. Specialist/Specialist),Skechers Türkiye,"Istanbul, Türkiye",Hybrid Full-time Associate,"501-1,000 employees · Retail","Analytical Skills, Digital Marketing, Economics, English, Google Ads, Google Analytics, Performance Management, Programmatic Media Buying, Statistics, and Web Analytics",https://www.linkedin.com/jobs/view/3943390546/?eBP=CwEAAAGQJuaiy2RBoP19Xom30Zl5-QzNwIQVsZOmqjTwn6ajD4jPWxobtTf5dm-e7iph9biDLgLWPgMXw447aBs6aurzaNJC22a-vTIW5kbEG_DJ71ID1GQP4ddTR3LSa68UR09wSNkpoiOvh3bNLkPbxMl94NBuNIE5CSREj-sLZ17LF8FdRdIkmRYU0eKr46I30oamZ9wz4f1Lf8z_ke1l_qga-CVyeMDmssR2-HBmGaBONICY8WFSExKzfSS43J4crpz9xJjhrI6afxhO7uK104I21UF-I-N3Jl_laDDIZCQVE2siTL7skoE9CV1rc2wWP90zKWYPy7hwchf6kh_Q-rtx9gRqole4nfSSU9J3-sUUkDMcFI-fMRhVKA7vSLTqR-M6nkeJzFVv-pPW4wGOhHMwSe3z4IVB6MqTYqEOGaFKCjW7fwASeRKgMaTC--UizFnRhbQQA05J5wG0gFsKbyAkpFU3P6OLyok&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=G66PKsL%2FBPd9Ju0gFuMW0A%3D%3D&trk=flagship3_search_srp_jobs
N/A,System Analyst,CMA Small Systems AB,"Gebze, Kocaeli, Türkiye",Full-time Mid-Senior level,"10,001+ employees · Electric Power Generation","Accounting Standards, Build Strong Relationships, Cost Variance Analysis, Financial Planning, Financial Results, Organizational Talent, Project Accounting, Project Control, Statutory Accounting Principles (SAP), and Variance Analysis",https://www.linkedin.com/jobs/view/3912952089/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=QZKaUpjcztYHB1SRFMXUmQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Data Analyst (Junior/Mid/Senior),AppNation,"Istanbul, Türkiye",On-site Full-time,11-50 employees · Software Development,"Data Analysis, Data Analytics, Data Science, Google BigQuery, Looker (Software), Microsoft Power BI, Python (Programming Language), R (Programming Language), SQL, and Tableau",https://www.linkedin.com/jobs/view/3841883690/?eBP=CwEAAAGQJuaiy-ZI5GdKyzbkW7W350QNNT39WWhshWBbWePCbsh6KaQ__u8Ar5ax6FnUktHKg5QGyIIUi11pCBt3Jc-czcFPEC1_aJ82UQa_TXkjvh1Y8NagjbXT54Frdt87vPblBEcSIIrn0_R5vmfd3fc7JdDhC_dgb8BLgsXN5TNYDB4V8s4Dv_PWcLm90GB0_K7auV9HbrCZ7xLxtUfDOlXswORJmewzQA526tdPHzXTadK-UbNzVeFNWTLGAVi9hZsfbCBLKb88-PEDMH7QnB5l3_26NLw5wDuhB1YKE8piuHOS2lJfQngCOptnXuh0DKPDyre9fEBxcluCPP6OB6nQ24Qci9DZ5gCztmHGZqK8bfGyDjbs8NuW0kta9m5ZkAxddS-ykF1PDclApXwRj281m3C-jpgpYvteqihJe3a1yt7PQxr4-CkI&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=mcHV%2B70UYQRYvH8gv6hQXg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst,Mobven,"Istanbul, Türkiye",Remote Full-time Associate,51-200 employees · IT Services and IT Consulting,"Agile Methodologies, Business Analysis, Jira, and Scrum",https://www.linkedin.com/jobs/view/3942748497/?eBP=CwEAAAGQJuaiy65i2zbrYi9GadnrE5YwO9cBme3kRC8l0hYkmrHJCbSPQmykFNYolEUq7zTN_y0lCfuIsuFllMB2OJVB21QSns6GLdZc8LYvr9BJy9CO6a_DwrQD9Pri7SS_KsBCgNG2qSpNZHkW12UxZ2qSEtuScA19hqn9iXHCUHDd_92YN1cngy9H1KQEzGRXq5oX1Ss3OPouD3DihDd9Q62pD_6wKolnW1cl6QezJCaMzmfJFOnUZ7Roz_LCAAggPtcXaIAzGX19_kolzFqzrlotNPyGFcP3UY8ED9VMGnPcvIOs0ggixEkkh_OHLaWLytyEQ7jNEhqiX_tZ2vynkqTeiKOsSgJQcd9GBYYIGkehsVsKWBM1gnOwol6UUbRwu0kMW9bURf5RDFmNiUni3ENoBChe9KvTLHtvqYbREDfnMrkKg5pFCyIgPNU&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=L2jUAPLkctWjboK84dEZ1Q%3D%3D&trk=flagship3_search_srp_jobs
N/A,Customer & Marketing Insight Analyst,Yves Rocher Türkiye,"Şişli, Istanbul, Türkiye",Hybrid Full-time Associate,"1,001-5,000 employees · Personal Care Product Manufacturing","Analytical Skills, Customer Insight, English, Marketing, Microsoft Office, and Research Skills",https://www.linkedin.com/jobs/view/3935791270/?eBP=CwEAAAGQJuaiy4P2YxHEoiidKQe9iSWvAYjLvm6NSca6WdTFiBEs1jY-q0nw1PSYUcDz6wypZBQ3IAo2CUIfHgU502oTbnygIFYvEheTtVgsVe2P1AEXSLpUyrej0tHtw3TYAnDnzqPL9dfPJdxVG_8AjOKtpof9A0IHaCJ0xLgEa5LsM7ag8pGrCg2wjMcWRK2z0nq0jXskMnB0SNk7nPCma2_W9325E3B788aumTVwmaGydZvV2plfiK9qE5Pih8Dinmt5MeGMk2PwIMXKa-CZlAJ0N_Kkh9pxA52e3j5RTDGMwLsomsHiXYd3EUV0n6du_zEpD6NJShYxCrM3dLErN4U1rzH5Nz5ijGZ3B4lTAMLYI1zPe8zIL6JFM23Dcj9ITkETUD4Kj1B3z6uTnENYHjgc6uhzBDBv_iwNT4lZnmOOjguBBZiDJdHgI_fI_g&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=Z%2BHi3dGs3kw9Ef8JGvu38Q%3D%3D&trk=flagship3_search_srp_jobs
N/A,Securities & Derivatives Intmd Analyst - C11 - ISTANBUL,Citi,"Istanbul, Istanbul, Türkiye",On-site Full-time,"10,001+ employees · Financial Services","Analytical Skills, Communication, Communication Training, Finance, Manufacturing Process Improvement, Oral Communication, Quantitative Finance, Settlement, Streamlining, and Treasury Management",https://www.linkedin.com/jobs/view/3941962610/?eBP=CwEAAAGQJuaiy-ETcLj0VvDZggmL27OrfnIaLXkkXLmalmwXStgXlb2tciGhUhpCFhm0cSVPP8IWG8Q32dr3C2_8-Q6vBae4byAaJwvS98JEbh_FqaDgssIpttNGnlnuyeSa4vi9ARJqsjGAZovelpx3EP9nyiyS0g6eAYWc2_26KPHjA1yJsZiMRjE4ZnZSnZUseqFWiYBQ6mIURDHjILOcRuGrA8cpn2OQlw_ca1rxNw-aIj8QZPVxggpJjQYwD8YKZmY7Eo1oq3Fn5vQXzcklpxzbNqCXFTNPs1ARq3zQiIk9q6YeuID7yWFe1vhp5x-5A9mh5pOmP2K24X3UJgsTzeBdttrJWbFmMW9krlnr9WczlA1eEhqST6LXtXiBD-g5or52OPnU3zd-TIZ8sr8NGkzIcuKAQ24roaLxHzmfiEaj2NXTbaWZkN6PqKVAov7E-PWSSVbMn-TWvG3JC4dhKZecKP0l3ckl&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=nT7SaWImDWlSqYPmCGWpAQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst & Test Engineer,Tmob - Thinks Mobility,"Istanbul, Türkiye",Remote Full-time Associate,51-200 employees · IT Services and IT Consulting,"Analytical Skills, Business Analysis, Business Process, Business Requirements, English, Problem Solving, Requirements Gathering, Scenario Testing, Software Projects, and Teamwork",https://www.linkedin.com/jobs/view/3944466083/?eBP=CwEAAAGQJuaiyz4UVS42ufLL-lf-Aqm8iEX6RKxs-UNhForRZw5Vza2O-WmsEpQ-iRuEvk84hMah3nbt_8v2NWtVgoxiHqlIHFzzltsXR4GAmw6plFhLCS2qU_-zn-W2OpHgLiZO8kcvppQYrwHq4CsUQFN8Kq18o3CthdvPJSDwyb7jtoCAtdT0NeLIxRnx0JoLCYiFeZpO3EtM4TLp6V_mazTbwnK6CsdMuzULnaR8dnCmcdDTPEqyJ4YZJ-_4xQUpS6zUDbFaFMh6vsvhUAQg1U-egy5LiAC4-KqG94vaiIXRortAFm-_O8b7uuuvLv7gANi0h2znWZHM3BGENRbDWFXRPfr7GSIyZaTgE4DbvIIqAGmph8lvgoHsTtiI76YUOaKG0iTZep4rFou7qhoUw4YGgFqvx6-RcGeKTSSgC_OpJhyQ8XZfUqlPyAE&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=%2ByOFSxK4y2wTuXvKVJjvYg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Non-SAP Business Analyst,Uplift People Consulting,"Istanbul, Istanbul, Türkiye",Hybrid Full-time Mid-Senior level,11-50 employees · Staffing and Recruiting,"Application Development, Application Management, Business Analysis, Business Process, Business Requirements, Communication, Customer-Focused Service, Problem Solving, SAP FI, and Statutory Accounting Principles (SAP)",https://www.linkedin.com/jobs/view/3933499414/?eBP=CwEAAAGQJuaiy6PbG4wo2fDSCNYN-DypEo1hkSFBt3Br9YeXwhpqdTd5Hs1uG9Hx-iXSwu5_KT7RFzD3q377Ys7V9hK17z7rOEpnRlmlASsI6EaHIjqGLkAox30ODLVB-dvUiGsO7CTebcDW0RBlla1zwtCjMsCguRjXgF531g9zbg_hCAAiG8CXp2y5ofi1dWksk-4GJIWEEi8hrWxNHrFtnpaqeLg_E6ry2CxBC3V1aDFYnxsfOKfn0bFRPkTDBE9wvtO9KlYmjCwd0aQIPABmqpHIJBcm9_BPblairbszy1MkUQw7iZVnoUi81gFPOpARXy9_TSW00uwBnba888j85YKlpa-n3TWpQStuCG9lv2HHcBhcgJTLPC8R1G0TKxCDStN9M805nNXMl_i_-RVVUTPkXXMFwoClUlbfIziF5sMLEIbVV4VjkH2X7qjy4AEpqwaFzMN2_0m4tpkHjxee&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=QiU3qtB06uhY7tSoVDR%2BTA%3D%3D&trk=flagship3_search_srp_jobs
